200
112
89
1.avs
57.277378,387.22105
52.82906,387.32955
52.178087,386.0276
51.093131,384.72565
50.333663,382.77273
49.465698,380.60282
47.946761,378.75839
47.187292,376.58848
45.993841,374.63556
45.234372,373.22511
45.342868,370.9467
46.75331,369.31927
47.187292,367.47484
46.319328,365.8474
44.257912,365.30493
42.304993,365.73891
41.545523,367.90882
39.158622,368.5598
37.965171,367.47484
36.77172,365.52192
38.073667,363.89448
38.182162,362.48404
40.89455,362.26705
41.762515,361.61607
43.389948,360.42262
43.498443,358.57819
42.630479,357.60173
42.413488,356.08279
41.437029,354.99784
39.102777,354.99013
36.73449,355.28609
35.215552,355.47676
33.580409,355.48447
32.106412,355.32332
30.299218,355.22254
28.526059,355.43182
25.162697,354.99784
23.752255,354.99784
21.473848,354.02138
19.086946,352.50244
18.652965,351.09199
17.785,350.11553
19.520929,348.92208
21.365353,348.92208
23.969246,347.40314
24.945706,347.07765
26.030661,345.66721
27.332607,345.66721
29.394023,345.12473
31.780925,344.90774
30.804465,343.60579
31.129952,342.30384
32.540394,341.43588
34.710305,340.56791
37.74818,340.67641
40.135082,340.45941
41.220037,340.35092
42.521983,339.69994
44.691895,338.18101
45.77685,337.31304
47.621274,336.22808
48.489238,335.14313
47.946761,333.73268
47.621274,330.04383
48.597734,326.57197
48.380743,325.704
49.248707,324.18506
46.970301,323.1001
46.427824,319.73674
49.899681,319.51975
50.550654,318.43479
50.225167,316.80736
49.140211,315.28842
48.399358,314.12129
46.970301,314.09496
45.133654,313.72858
44.9035,312.65453
44.213038,311.81063
43.752731,310.12283
42.525244,309.35565
41.144321,308.89535
38.842784,309.35565
37.768732,308.12817
36.924835,307.59114
34.239707,308.05145
32.321758,306.67052
30.940836,305.90334
30.940836,303.83196
32.014887,302.29759
32.858785,300.45636
33.702682,299.15215
33.856118,296.92733
32.705349,295.77656
32.091605,294.01205
30.864118,292.32425
29.559914,291.78722
27.565247,291.02004
26.72135,290.09943
25.263709,289.48568
23.959504,288.41163
23.575915,287.18414
23.806069,286.03337
24.649966,284.72916
25.647298,283.57839
25.263709,281.58373
25.493863,278.74516
24.573248,278.13141
24.266376,276.06003
24.649966,273.14474
25.724016,271.61038
25.647298,270.91992
27.441103,267.22483
28.526059,264.29545
30.044996,261.69155
30.587474,258.97916
31.889421,256.91774
33.299862,254.85632
34.710305,252.68641
36.120747,250.62498
36.988711,249.32303
38.182162,247.91259
39.375613,245.95967
41.220037,244.22374
42.738975,242.37931
43.064461,241.18586
44.257912,240.1009
45.559859,237.714
47.078797,235.32709
47.72977,233.69966
49.68269,232.18072
51.310123,231.85523
54.131006,230.87877
56.626405,230.22779
60.098261,229.57682
63.244633,229.46833
65.197552,228.38337
68.886401,227.5154
73.660204,226.86443
77.023566,226.75593
79.952946,225.34549
82.990821,223.93505
85.486218,222.09062
88.741084,220.89717
89.500553,219.59522
91.127986,217.85929
92.972411,215.90637
94.274358,214.17044
95.359312,212.6515
97.420728,211.34955
98.614179,213.08548
100.02462,214.60442
101.21808,216.12336
102.08604,218.83575
101.32657,227.5154
99.699132,229.57682
98.614179,231.52974
96.878251,232.39771
93.514889,233.26567
92.321437,233.91665
92.429933,237.93099
92.646924,240.42639
95.359312,240.64338
100.13312,240.53489
104.14746,241.18586
105.12392,243.13878
106.20886,244.54923
105.12392,247.26162
104.14746,250.51649
102.62852,251.92694
99.699132,253.77137
97.529224,255.61579
94.925331,257.13473
92.863915,259.95562
93.080906,261.25757
95.467808,262.55951
95.793295,264.72943
95.684799,267.00784
96.878251,267.44182
99.156653,266.03138
100.35011,264.51244
102.84551,263.96996
104.47295,263.21049
115.32249,262.885
116.94993,261.69155
118.46886,262.01703
120.74728,263.21049
121.28975,265.16341
123.13417,265.27191
124.11063,264.62093
124.43612,262.9935
126.28055,261.36606
127.90798,260.82358
129.64391,258.97916
131.37983,257.46022
133.65824,257.46022
133.00727,262.45102
135.50267,264.07845
137.99807,265.05492
139.19152,266.68235
138.97453,271.02218
139.62549,275.4705
141.68691,277.09793
142.55488,278.72537
143.31435,281.43776
145.05028,282.41422
148.19664,282.30573
150.25806,283.39068
151.777,291.96184
151.01753,300.6415
149.1731,302.59442
147.97965,304.11336
146.35222,305.41531
144.61629,305.74079
143.09735,307.80221
141.14443,308.34469
138.64904,309.53814
136.26214,310.29761
133.33275,312.03354
131.27134,313.33549
130.07789,314.52895
128.66745,315.6139
126.82302,316.37337
124.9786,318.2178
124.11063,320.49621
122.80868,323.1001
121.39825,325.16152
119.77082,326.78896
118.14338,327.11444
116.19046,328.3079
112.61011,328.95887
110.3317,329.17586
108.92126,330.8033
105.99188,331.77976
102.95401,332.75622
100.24161,333.62419
94.925331,333.40719
94.165862,333.40719
91.887456,334.81764
89.934536,336.11959
88.307103,338.18101
85.70321,340.35092
83.858785,341.54437
81.79737,343.17181
79.952946,345.23322
77.89153,347.07765
75.938611,348.2711
74.74516,349.24756
73.660204,351.95996
73.443213,355.10633
75.070647,356.95076
77.783035,358.3612
79.735955,358.3612
80.712415,360.8566
82.448343,362.48404
83.207812,364.97944
86.67967,366.60687
90.368517,365.63041
92.104446,364.87094
93.514889,364.87094
95.250818,366.0644
96.335772,368.23431
96.769755,370.18723
95.467808,371.0552
93.297898,371.92316
90.585509,372.57414
88.415598,373.76759
86.354183,374.41856
84.509758,375.61202
81.79737,376.37149
80.712415,377.34795
78.325513,378.10742
76.589584,379.08388
75.070647,379.30087
72.141267,380.60282
68.994896,381.90477
66.282507,383.42371
63.678614,384.18318
61.508704,385.15964
60.532244,385.37663

255
23
200
2.avs
106.02431,244.45169
104.02964,241.15282
100.0403,240.46235
95.283787,240.53907
92.675374,240.46235
92.291784,233.94132
93.97958,233.02071
96.050967,232.71383
98.65938,231.48635
101.26779,227.57373
102.18841,218.75115
101.26779,216.29618
97.431892,211.3095
98.582662,209.23812
99.579996,207.85719
99.349842,206.55299
100.73077,204.94191
101.57466,203.56098
103.72277,202.10334
103.33918,200.95257
104.87354,199.34149
107.2518,197.50026
107.55867,194.50826
109.70678,192.51359
110.62739,191.51625
112.62206,191.36282
113.92627,192.74374
114.77017,195.73575
115.99765,198.57431
116.22781,201.18273
118.06904,202.71709
120.06371,204.32816
121.06104,206.01596
124.20648,206.39955
125.35725,208.01063
126.04771,210.69576
128.57941,212.23012
131.26454,214.60838
132.33859,216.29618
134.02639,218.29085
135.17716,220.2088
136.86496,221.12941
138.16916,222.20346
139.1665,222.74049
138.01573,224.81188
135.40731,225.65578
135.17716,228.26419
134.25654,229.41496
134.10311,233.25086
132.87562,234.86194
131.03439,236.47302
126.04771,236.77989
123.28587,238.16081
121.2912,239.15815
120.21714,240.92266
118.22248,241.99671
116.91827,242.91733
115.07704,242.99405
111.01098,242.07343
108.55601,243.60779
107.17508,244.14482

20
12
112
3.avs
96.561147,370.07822
96.23566,367.79981
95.259199,366.38936
93.306277,364.76193
92.22132,364.65343
89.508929,365.73839
86.579546,366.38936
83.21618,365.08741
82.510958,362.64626
80.829275,360.96458
79.852814,358.52343
77.791396,358.36068
75.295996,356.95024
73.614313,355.21431
73.614313,352.12218
74.753517,349.24705
77.899892,347.07713
80.395292,344.79872
82.022727,343.00855
86.037067,339.97067
88.47822,338.01774
90.159903,335.90208
94.22849,333.29818
100.30425,333.56942
108.9839,330.80278
110.3401,329.1211
113.05249,328.95836
116.25311,328.19889
118.31453,327.05968
119.94196,326.67995
121.62365,324.99826
122.9256,323.04534
124.55303,319.57348
124.93277,318.21728
126.93994,316.31861
128.73011,315.45065
131.17127,313.55197
135.94508,310.4056
139.0372,309.32064
141.15287,308.18144
143.26853,307.6932
144.46199,305.79453
146.30641,305.36055
148.25933,303.73311
150.91748,300.80373
151.83969,292.06983
150.375,283.55292
147.93385,282.25097
149.83252,279.97256
150.91748,277.80265
152.00244,275.79548
152.81615,274.33079
153.84686,273.24583
157.15598,273.24583
158.51218,274.33079
159.38014,275.57849
161.17032,276.3922
163.44873,275.68698
164.42519,273.30008
163.88271,270.09945
163.34023,267.49556
162.25528,265.48839
161.44156,264.72892
162.63501,261.85378
163.39448,257.5682
164.37094,255.61528
166.32386,254.04209
167.57156,252.14342
169.30749,250.67873
170.06696,248.34607
172.67086,246.66439
175.00352,246.06766
175.87148,244.44023
175.16626,242.21607
173.64732,241.4566
172.34537,240.31739
171.04343,238.90695
168.71077,237.44226
166.7036,236.41155
163.99121,235.59783
162.79775,233.48217
161.27882,232.7227
161.44156,230.17305
162.852,229.08809
165.94413,227.6234
168.11404,226.75543
170.17546,226.53844
171.53166,225.72472
174.13555,224.47702
176.08847,224.47702
177.11918,227.56915
178.63812,228.81685
179.45184,230.44429
181.35051,231.58349
184.33415,233.15668
187.86025,234.18739
190.62689,234.29588
192.30858,235.05535
198.05885,235.43509
200.28301,234.51287
202.88691,232.83119
204.3516,231.74623
206.90125,231.80048
207.9862,232.66845
209.72213,232.77694
210.26461,233.42792
215.09267,234.29588
218.56453,235.38084
221.49391,237.49651
222.52462,238.8527
222.78914,336.59004
220.56432,337.35722
218.87652,336.35989
216.95857,336.89691
215.19406,339.73548
215.42421,341.73015
216.49827,342.26717
216.49827,344.56871
215.19406,346.17979
213.96657,347.484
211.43488,348.86492
208.90318,349.70882
207.36882,350.93631
204.37682,351.62677
202.30543,354.00503
201.07794,355.61611
200.92451,359.06842
199.69702,360.98637
196.93517,359.68217
194.40347,357.91765
193.02255,356.69016
188.57291,356.61344
188.18931,357.76421
185.88777,357.99437
185.35075,359.52873
182.89577,362.90432
179.90377,363.74822
176.91177,364.66884
174.9171,365.97304
169.85371,366.35663
168.01247,367.58412
